track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity_level
6TqXcAFInzjp0bODyvrWEq,Talk (feat. Disclosure),Khalid,82,6KT8x5oqZJl9CcnM66hddo,Free Spirit,2019-04-05,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,latin,latin hip hop,0.901,0.4,0,-8.575,1,0.126,0.051,0.0,0.0599,0.346,135.984,197573,high
44YAJYlDg4EECrecze8BU2,No Less,G-Eazy,57,1VAc77UvK5wj8ZSWCo3V2b,The Beautiful & Damned,2017-12-15,Soul Coffee (The Best Neo-Soul Mixtape ever),16iNEskDatG5KbDV16F6LR,r&b,neo soul,0.632,0.49,11,-7.386,0,0.286,0.566,0.0,0.0985,0.178,93.979,250640,somewhat_high
353YRjUfYOlM1HgNwMrWCs,Heartbreaker,Her Bright Skies,33,1rwNUdnt4knV2dk6CRYZfV,Causing A Scene,2010-03-24,2000's hard rock,0EmGNFBBgqLmvdQGPbgiMp,rock,hard rock,0.408,0.955,3,-3.003,0,0.196,0.000792,0.0,0.133,0.474,170.024,203720,somewhat_low
7pe2OKY04MW1Cunyqrai83,Quick Musical Doodles,Two Feet,8,1IH1Oz8jD4hyN3eg8aHdjv,First Steps,2016-07-29,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.688,0.349,6,-7.182,0,0.27,0.241,0.685,0.374,0.433,169.773,144000,low
2E3iBt2YI8AjaN11CH9xly,Insecure,Billy Bueffer,60,5zx7Sjt0H7gAenVv6skMAU,Insecure,2019-10-04,Sad Trap,7kzKtw5vug3IIxKfLadi8A,rap,trap,0.682,0.572,3,-8.264,1,0.0946,0.0616,0.0,0.147,0.306,79.951,204000,somewhat_high
5YerFzhEvwr70WP8qXgd6o,White Sky,Pelicandy,14,0Rl2A8xB8xTCYO7BMUcFUu,White Sky,2019-05-23,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,pop,indie poptimism,0.702,0.626,6,-7.796,0,0.0635,0.0178,0.0305,0.15,0.863,94.028,198856,low
5IZg7Ngm3CTOj9l00YSrt9,Talk To Myself,Avicii,53,7dqftJ3kas6D0VAdmt3k3V,Stories,2015-10-02,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,pop,electropop,0.722,0.799,10,-4.336,0,0.0613,0.0102,0.00435,0.0462,0.886,122.012,235800,somewhat_high
4I72mMJwJ3jnnRls1SBxws,Tush,ZZ Top,19,7qiuWLGm20GqQ19ykHbGAF,The ZZ Top Sixpack,1987,Southern Rock/Classic Rock,0QUlq0LMDVXSBtbyYLTyZh,rock,classic rock,0.546,0.864,7,-7.632,1,0.0393,0.0908,0.00814,0.277,0.863,145.652,137240,low
0Y2SrByf4G3kbq2nBEHQRn,Spirit in the Sky,Norman Greenbaum,68,52LfK1ML8u7Xj1ArC8oC22,Music From The Motion Picture Michael,1979,70s Pop & Rock Hits and Deep Tracks,1uKFRCQYci8kVgMy3xzTVH,rock,album rock,0.601,0.643,2,-5.828,1,0.0314,0.112,0.00209,0.088,0.552,128.262,239600,somewhat_high
69uxyAqqPIsUyTO8txoP2M,Adventure of a Lifetime,Coldplay,74,3cfAM8b8KqJRoIzt3zLKqw,A Head Full of Dreams,2015-12-04,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,pop,post-teen pop,0.638,0.924,7,-3.887,1,0.0359,0.00205,0.000173,0.149,0.529,111.995,263787,high
0JiVRyTJcJnmlwCZ854K4p,Alone,Alan Walker,70,4blCxKnK1sGo9D45trrqjt,Alone,2016-12-02,Electropop Hits  2017-2020,7kyvBmlc1uSqsTL0EuNLrx,pop,electropop,0.676,0.929,10,-3.194,1,0.0458,0.186,0.000405,0.121,0.157,97.019,161200,high
2xcbiKAv7KQZhQpAFJmucE,The Sermon,Tchami,32,0ZfbcNRqF11Gu0VqmXdl5f,No Redemption EP,2018-04-04,💊ELECTRO-HOUSE-TECH💊,0AFYmoSuoMQiGGjzvBwr6u,edm,electro house,0.8,0.82,2,-5.808,1,0.0524,0.00627,0.862,0.0764,0.632,124.009,249677,somewhat_low
58D6VqvfGiVvPkNQstmdUj,Leave The Light On,ReauBeau,18,1yQNwKOhOWZWkZ7ooPaOz1,Leave The Light On,2020-01-17,Brand New EDM,2dNitDEHM9FpUGEHWc7zyW,edm,progressive electro house,0.528,0.826,7,-3.646,1,0.19,0.0859,2.28e-06,0.311,0.349,135.794,178235,low
4QRZirU4s1f30iDHzuKncj,Wake Me Up,Avicii,50,37qAVEAZSyRTVFvVRHcwOa,Wake Me Up,2013-07-30,♥ EDM LOVE 2020,6jI1gFr6ANFtT8MmTvA2Ux,edm,progressive electro house,0.516,0.806,2,-5.133,1,0.0538,0.00389,0.000674,0.115,0.577,124.118,249693,somewhat_high
4dY4JVC0Q9CwpeZ6JAclIc,Rump Shaker,Wreckx-N-Effect,53,6xLyv6QON3hOuKiqRKvNOw,Hard Or Smooth,1992-01-01,90's NEW JACK SWING,0dmInkymNnOTWvEFamSNzb,r&b,new jack swing,0.888,0.822,5,-6.843,0,0.219,0.0025,0.0197,0.303,0.233,102.753,312360,somewhat_high
4dtfrnZWZ4Qttt1xJDT9BY,Rocksteady,Remy Shand,34,7mSNyOFmQg80PGsrVxYpa2,The Way I Feel,2002,Soul Coffee (The Best Neo-Soul Mixtape ever),16iNEskDatG5KbDV16F6LR,r&b,neo soul,0.666,0.378,7,-9.923,1,0.033,0.357,6.44e-05,0.143,0.632,84.978,216560,somewhat_low
1zSvtJuLilEf5923MMNQoH,Nothing Like You,SØNIN,34,1sfosnnftMsaiskLDVFLB6,Anjunadeep 10 Sampler: Part 1,2019-03-01,Deep Electronic Music 2020 & Progressive House,5CMvAWTlDPdZnkleiTHyyo,edm,progressive electro house,0.603,0.785,0,-6.41,0,0.0315,0.000101,0.0339,0.371,0.178,122.015,290656,somewhat_low
1rEE9uPXdjBNa35RNPtJb3,Raveheart,DVBBS,44,2FgIFzzHlzkxYykdq6yIgq,Raveheart,2015-08-17,BIG-ROOM NEVER DIES !,4QtO2XySphMOJt7pX0yaVi,edm,big room,0.5,0.986,10,-2.197,1,0.322,0.00106,0.000115,0.283,0.24,127.972,210588,somewhat_low
2NKRbRdRIcaGCXTq7xEpWV,Pam Pam,Wisin & Yandel,49,1TgrjbLaP9wVWlQ4O5OzER,Pam Pam,2008-01-01,REGGAETON ANTIGUO 🔥,42E6uFhL4e2nXmbmeigwXb,latin,reggaeton,0.866,0.685,10,-6.368,1,0.109,0.126,0.0,0.237,0.743,95.032,227560,somewhat_high
2O82Jrg4VZUMt2X2aLn9It,Sway (feat. Nevve),Syn Cole,45,1mmwd68p3poQmMeyV4kpQg,Sway (feat. Nevve),2017-04-28,Female Vocal EDM,5QaPRbVgbEcCc9jC1UxgD1,edm,progressive electro house,0.632,0.819,10,-3.34,1,0.033,0.405,0.0,0.116,0.444,144.995,201931,somewhat_low
53BZ6XygAoubR5DU5w38Vq,Real Muthaphuckkin' G's,Eazy-E,69,63e4jpPrJzjGsTxM4QOOFb,Gangsta Memorial,2007-01-01,Minitruckin Playlist,0VVH2Nzj6kBVGK3WIUQMAw,rap,southern hip hop,0.724,0.853,11,-3.895,0,0.283,0.0164,0.0,0.65,0.775,170.51,332733,high
7gY7VZlhbr6dNbRzLKkaPd,Detroit City 2020,Alice Cooper,13,4Ad8Ah2y7Om9YTtw8gKpoR,Breadcrumbs - EP,2019-09-13,Hard Rock,37i9dQZF1DX1X7WV84927n,rock,hard rock,0.457,0.945,1,-4.722,0,0.0746,2.77e-05,0.0,0.231,0.483,135.946,200411,low
2pAUx2a1F5JCaVgytQm8fI,Right Left Wrong,Three Days Grace,63,6HKOyl4NiT2Jqe3Q7eSdXT,Outsider,2018-03-09,Rock Hard,37i9dQZF1DWWJOmJ7nRx0C,rock,hard rock,0.489,0.833,9,-5.348,1,0.054,0.0036,1.33e-06,0.111,0.307,135.431,236693,somewhat_high
7qDkY9Y9v9eFV53AalBcSd,Por Lo Que Reste de Vida,Thalía,61,1c02pV8A4VtKLRB5G1SLyV,Amore Mio (Deluxe Edition),2014-11-04,Latin Pop Classics,37i9dQZF1DX6ThddIjWuGT,latin,latin pop,0.623,0.752,4,-3.818,1,0.0371,0.362,0.0,0.125,0.369,129.884,218320,somewhat_high
3bCuNSiaBHqxdevMYEnGpe,Tanto,Jesse & Joy,78,3mBRgkagJKALFDxm5ptevT,Tanto,2019-10-04,Latin Pop VIP,37i9dQZF1DX1QnNyJOBQBv,latin,latin pop,0.766,0.729,11,-4.534,1,0.0533,0.424,2.48e-06,0.109,0.62,143.955,220701,high
3h2pnVxdlwh4NWjRkSiMac,When You Were Young,The Killers,2,1m3pbwuYJS9OsXyM2jOSXE,Direct Hits,2013-01-01,keg party jukebox,4PjiT7SWnUsTTTvKOuR76f,rock,permanent wave,0.442,0.973,8,-3.059,0,0.146,0.000328,0.0397,0.312,0.258,130.458,220413,very_low
7AHBjnDdrzVS1GcND9SrTq,Ibiza (Desaparecidos Vs Walter Master J) - Raf Marchesini & Simone Farina 2K19 Remix Extended,Desaparecidos,44,2CjdJUStXZh0hfKVJf1eWW,Ibiza (Raf Marchesini & Simone Farina 2K19 Remix Extended),2019-06-21,EDM 2020 House & Dance,25ButZrVb1Zj1MJioMs09D,edm,pop edm,0.733,0.962,7,-2.705,1,0.194,0.00288,0.0486,0.0397,0.484,127.998,270627,somewhat_low
17DFL1ATHDLnvmjEwBqdI9,Hand Of The Devil,8Ball & MJG,26,2UBBDl07r4miPVFPp0OMCX,On Top Of The World,1995-10-31,90's Southern Hip Hop,2NMW1nwQYSVlXd26uLenX6,rap,southern hip hop,0.783,0.828,5,-6.825,1,0.128,0.0309,0.0,0.089,0.754,155.965,298173,somewhat_low
6LsAAHotRLMOHfCsSfYCsz,If I Can't Have You,Shawn Mendes,84,1J2BrRxtQjVUa7X9Ne99xD,If I Can't Have You,2019-05-03,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,latin,latin hip hop,0.692,0.809,2,-4.198,1,0.0602,0.524,0.0,0.147,0.864,123.911,190800,high
5WJdUrZ4ND1TCZ2AsjYK3P,Broke Leg (with Quavo & Tyga),Tory Lanez,66,37Rz3XLdW8ci3K4UslRaHs,Broke Leg (with Quavo & Tyga),2019-05-31,Trap Americana,7tkgK1tm9hYkWp7EFyOcAr,rap,trap,0.851,0.85,1,-3.4,1,0.0904,0.226,0.0,0.145,0.642,99.975,165605,somewhat_high
1UfBAJfmofTffrae5ls6DA,Hotline Bling,Drake,10,2rTxwqA6v4lccbPKD31CQI,Hotline Bling,2015-07-31,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",3hR2R6szlkwZeGyclTgHcF,latin,latin hip hop,0.893,0.639,2,-7.857,1,0.0549,0.00226,0.000315,0.0382,0.579,134.963,267024,low
3sY6z4pGcxpMwx3W026WtU,Peace of Mind,Boston,12,01OahkTPRCleDjobtRk7ST,Boston,1976,House Of The Rising Sun,1bMYfBHYBCRHY5LGkjlpSy,rock,album rock,0.421,0.677,4,-6.183,1,0.0343,0.000989,9.65e-05,0.211,0.683,127.67,303587,low
1IsGA5ceSC4a5nxgAEYnQd,Only Happy When It Rains,Garbage,51,1Vze7jtjAVQOdIIQ8oO2X7,Garbage (20th Anniversary Deluxe Edition/Remastered),1995,The Sound of Permanent Wave,4EYSGTuqe9cVfSVpX4gtGv,rock,permanent wave,0.511,0.827,1,-4.55,0,0.0323,3.77e-05,0.00103,0.208,0.486,121.459,236533,somewhat_high
5qFeMRz4TvetPmzjre9Dq7,No Es Justo,J Balvin,73,5kprdYds6oZb4iSldfflOT,Vibras,2018-05-25,De Fiesta,37i9dQZF1DWVskFRGurTfg,latin,reggaeton,0.684,0.811,7,-4.494,1,0.0714,0.161,0.000363,0.0871,0.721,87.866,250840,high
3Dv1eDb0MEgF93GpLXlucZ,Say So,Doja Cat,88,1MmVkhiwTH0BkNOU3nw5d3,Hot Pink,2019-11-07,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,edm,pop edm,0.787,0.673,11,-4.577,0,0.158,0.256,3.57e-06,0.0904,0.786,110.962,237893,high
23sOzJDUM8pWioTt1K4mX1,We're Coming In,FEVER 333,43,6HLseXtiQsGBeLaQ43Pm6G,Made An America,2018-03-23,Hard Rock Workout,5nOO372uzpOM5rB2bRWfkp,rock,hard rock,0.633,0.79,6,-6.249,1,0.199,0.0342,0.000205,0.386,0.529,175.104,136061,somewhat_low
3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,Travis Scott,94,2uDTi1PlpSpvAv7IRAoAEU,HIGHEST IN THE ROOM,2019-10-04,Trap strefa,37i9dQZF1DWY3UKS6jvnxr,rap,trap,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721,very_high
26RZ3DhnVlytdG6N1oxW1E,Pobre Diabla,Don Omar,12,3hKDEHUzH1GmdohemezsEw,"The Gold Series ""The Last Don""",2004-01-01,Reggaeton Classics,37i9dQZF1DX8SfyqmSFDwe,latin,reggaeton,0.748,0.763,5,-6.995,1,0.0517,0.453,0.0179,0.0877,0.849,91.979,252480,low
74P2i9IIx0nkki1GVQqx3R,Amazing!,Sakurako Ohara,32,3d6xkK0efdhbbQ5Welmpdr,Amazing!,2020-01-15,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.649,0.856,8,-2.745,1,0.181,0.127,0.0,0.0702,0.892,171.884,199440,somewhat_low
5eOb0vsZDRtczatY3MEVk2,Red Cold River,Breaking Benjamin,2,7JxhYeNuCKPtidmynJ890J,Red Cold River,2018-01-05,Hard Rock Workout,6kXNv8J3HCYztxjOIUzApv,rock,hard rock,0.3,0.961,3,-3.154,0,0.165,0.000196,3.28e-06,0.0603,0.186,91.676,200908,very_low
4YKqWcBxjV3KFHfpqZ2Ux2,My Story Is Yours,AMAZING MAZE,6,7wG73inDr2kNULWQHyiHQD,My Story Is Yours EP,2019-07-24,Top Urban Underground,4Gc9TFxlqmoe50m9Yy78ei,r&b,urban contemporary,0.821,0.681,11,-5.543,0,0.267,0.0733,9.62e-06,0.0847,0.676,90.002,257076,low
2YK01AIIWuywG24gsbuizE,Congratulations - Remix,Post Malone,57,3oeiU8nG5eDm5YPpDvK6eS,Congratulations (Remix),2017-06-16,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.722,0.728,10,-4.458,0,0.0601,0.198,0.0,0.482,0.509,123.057,284133,somewhat_high
1rs92hJj00BrqjuyroOv6g,Safer To Hate Her,You Me At Six,38,5FakgYrhpMRNbQ9OaAP9YU,Hold Me Down,2010-01-01,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,pop,post-teen pop,0.392,0.855,2,-4.742,1,0.0652,0.000713,7.4e-06,0.196,0.456,74.995,198467,somewhat_low
4IAd7Vdwcc1E86P15tXjca,Only When It Rains,Frank Walker,52,1cCNxRCbzZyZPfWdNfXiHd,Only When It Rains,2019-03-29,Cardio,37i9dQZF1DWSJHnPb1f0X3,pop,dance pop,0.792,0.724,11,-5.108,0,0.0362,0.219,0.0,0.0911,0.429,109.984,169000,somewhat_high
752q3k1ds8JckA7tIakICn,Terra Titanic,Peter Schilling,49,1rYXSHYaxxQ9HclnAeVhxv,Von Anfang An...Bis Jetzt !,1983-06-27,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",2nRWtTI9a2LWjJ9Wy3JZs5,pop,electropop,0.772,0.557,5,-7.703,1,0.0352,0.0303,0.0,0.0973,0.627,122.168,274706,somewhat_high
4xFj0BQycqb6lG8xoPrVuc,Swear to God - Dallerium Remix,Famba,36,7nwfhrK5wIuNaGra4jr98K,Swear to God (Dallerium Remix),2019-06-07,Dancefloor Beats,6mMk6QCzEgT3QGaCV1R4S5,edm,big room,0.658,0.9,0,-3.095,1,0.0347,0.00324,2.18e-06,0.108,0.329,122.005,187464,somewhat_low
2WyRfGeHo97VC5mP1BBSzr,Mother's Daughter,Miley Cyrus,77,7M4YAXOOg1XbWx03jg7t62,SHE IS COMING,2019-05-31,Feeling Accomplished,37i9dQZF1DWTDafB3skWPN,r&b,hip pop,0.681,0.865,1,-4.132,0,0.0594,0.00464,0.00169,0.149,0.528,91.017,219080,high
72nU2PZrtf8glvjOiSPjYS,Morio,Smoke Trees,49,14CiVUTLsn7p8c0rv0jnDR,Irratio,2018-11-13,Lush Lofi,37i9dQZF1DXc8kgYqQLMfH,rap,hip hop,0.629,0.277,2,-14.958,0,0.0783,0.628,0.94,0.0851,0.0398,131.03,117868,somewhat_high
4b2gt6O1WK9AbylQfZTNKI,Purpose For Pain,Scott Stapp,11,6myuj8GIfczHdNBMqtMAAE,Face of the Sun,2019-05-31,Hard Rock,37i9dQZF1DX1X7WV84927n,rock,hard rock,0.419,0.948,1,-4.27,1,0.0565,0.000647,0.0,0.268,0.293,92.516,198573,low
43JjxYXZmBUdWafs4WHa6v,Wicked Game,EC Twins,46,1O0LB1HMKBDIj95x1Tsst5,Wicked Game,2019-09-27,Tropical House 🏝 2020 Hits,2SRbIs0eBQwHeTP7kErjwo,latin,tropical,0.66,0.833,9,-6.567,1,0.0308,0.00255,0.00574,0.21,0.296,117.951,191186,somewhat_low
6RsWqX8zABZLhZydXxEFOm,Can't Feel My Face,The Weeknd,18,28ZKQMoNBB0etKXZ97G2SN,Beauty Behind The Madness,2015-08-28,ELECTROPOP,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.702,0.77,9,-5.416,0,0.0482,0.124,0.0,0.103,0.593,107.951,213520,low
0T5MzYymxrAHLn5DngipCV,Colgando en tus manos (con Marta Sánchez),Carlos Baute,61,5Qeb2HjOkQydWNpN5fB9uT,Colgando en tus manos (con Marta Sanchez),2008-11-18,MIX LATIN POP°,6IS6XTdbS9qJZgfjNKgpB8,latin,latin pop,0.834,0.65,6,-4.276,1,0.0372,0.532,0.0,0.128,0.877,120.008,232680,somewhat_high
7Eo3fkg16MzIgv9SxxSonH,Llegó la Cripta,El Chombo,51,6y07fZcNzVsvLgACeUuBli,Cuentos de la Cripta 3,1999,Reggaeton Classics,37i9dQZF1DX8SfyqmSFDwe,latin,reggaeton,0.919,0.848,7,-10.511,1,0.165,0.0078,0.0406,0.338,0.959,109.183,147304,somewhat_high
7aJjhQlplwtUS7emsLIEWC,Believe In Me,Lenny Kravitz,49,5a9ALw6xk6jtluuCektmMU,Lenny,2001-01-01,②⓪①⑨ mixed,2bOjjgN1S3Gqd8vSMyafvJ,rock,permanent wave,0.73,0.65,5,-8.142,0,0.0354,0.00243,0.0245,0.0445,0.748,120.038,280973,somewhat_high
4fj7e6Tc48Bmomwyz2Z2XC,Te Quemaste,Manuel Turizo,83,0CUMVFalkFhZM6Xo0ErxLi,ADN,2019-08-23,Urbano: Latino Vibes,0VsVywryrqLhHmsVFVcOAg,latin,latin hip hop,0.729,0.773,0,-2.486,1,0.131,0.611,0.00106,0.287,0.718,176.053,199091,high
4e4fqjx0Izh4svvTef1z7e,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,71,4TOkZvtqNpg5UHyGxCn0mS,Expectations,2018-06-22,Hip pop,1Sc7bobknESH7SXQcnmoX5,r&b,hip pop,0.642,0.772,10,-6.61,1,0.0848,0.0476,0.0,0.0646,0.589,153.995,164205,high
1U2xFfjK1QUuicENnW0iwv,An End Has a Start,Editors,53,3csSbF72syMhIYq89doRha,An End Has a Start,2007,Permanent Wave,5glAD13obyL0G9SH9ukBz2,rock,permanent wave,0.351,0.923,6,-2.435,0,0.0537,2.03e-05,0.116,0.337,0.543,149.915,225533,somewhat_high
0KkrT0y1iht0tqgh9vrGd3,Just Don't Give A Fuck,Eminem,5,1S2zX2EzIJPkcptERhrkGh,The Slim Shady LP,1999-01-01,Gangsta Rap/90's Hip-Hop,62spXXfUxBed8nbd5xvH2O,rap,gangster rap,0.552,0.932,4,-1.818,0,0.258,0.000729,0.0,0.209,0.705,85.567,242573,low
3vV3cr2TpPqFk07zxYUbla,Cum on Feel the Noize,Quiet Riot,69,3Q3rQ8FK1e9Fd9Gv9xm3CK,Metal Health,1983,The Sound of Album Rock,3yj9YnQGTdnFuKbDyXGDi6,rock,album rock,0.409,0.92,11,-5.439,0,0.12,0.00719,0.00105,0.0823,0.37,145.085,290960,high
33bnxcjePIkcmNjEFTJX0l,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,72,70WadO9CAH4rOI1rEbTS0a,Déjala Que Vuelva (feat. Manuel Turizo),2017-10-20,Latest Latin American Hits 2020,51LvliKED7oZNJR8XCiPip,latin,latin hip hop,0.681,0.788,1,-4.323,1,0.0785,0.0482,0.0,0.0753,0.839,170.019,220117,high
1y6sI4BrtktJLLtc7Eti0A,Lucky Boy - Outlines Remix,DJ Mehdi,29,4nPSFdPtaZwp7oyy5bTumn,Lucky Girl,2007-03-05,GTA V - Radio Mirror Park,31R7Gd07KsDafqJEeL4Hqr,pop,electropop,0.768,0.69,7,-8.642,0,0.0556,0.555,0.0,0.234,0.231,138.951,270440,somewhat_low
61VlApj8p2ZaP0WTunTrKT,Give Up the Goods (Just Step) (feat. Big Noyd),Mobb Deep,56,1cCAb1vN8uUsdfEylVmTLs,The Infamous,1995-04-25,90's Hip Hop Ultimate Collection,4IG024zoaGMurhTFBkMAv9,rap,southern hip hop,0.782,0.597,1,-6.399,1,0.335,0.0568,0.0,0.582,0.528,94.631,243133,somewhat_high
12v5GBM74fB8WsHJPQRTIe,Nakamarra (feat. Q-Tip),Hiatus Kaiyote,57,54UDcBALhfyaQ67fsSZrkQ,Tawk Tomahawk,2013-07-12,Neo Soul / Modern Jazz / Smooth Hiphop,07SNJ4MwYba9wwmzrbjmYi,r&b,neo soul,0.552,0.531,8,-6.767,1,0.125,0.656,5.21e-05,0.11,0.324,91.573,275320,somewhat_high
2Gr2p9oVuKiZvnCkPP424l,Don't Forget,Nephaim,29,2EZhZgeLsT6j5JYUtjCQ9u,Don't Forget,2019-09-13,Tropical House 2020,2oivDYqm1dQK4KbwVJTaf6,latin,tropical,0.74,0.665,11,-7.258,0,0.0393,0.246,0.415,0.0849,0.467,123.983,140000,somewhat_low
4vhVDkSx9RSb2k6mWFMYNI,You're My Best Friend - Remastered 2011,Queen,65,1GbtB4zTqAsyfZEsm1RZfx,A Night At The Opera (2011 Remaster),1975-11-21,The Queen - La Discografia Completa,3E88dLx4fgFYY70gdGzdnB,rock,album rock,0.51,0.76,0,-6.995,1,0.0411,0.148,0.0116,0.0706,0.55,118.829,170787,somewhat_high
2zDvZg3SGSk2hiqa53RvjY,Drums Of Tobago - Extended Mix,Sunnery James & Ryan Marciano,20,2QEZSMnjotUvTQNKHFGDIU,Drums Of Tobago,2016-12-09,Latin Village 2019,3JcJCsvBnRsA6oc7eUYDSB,latin,latin hip hop,0.713,0.947,9,-4.418,1,0.0563,0.00554,0.254,0.0642,0.534,126.008,310216,low
0d4PvVcC2GxJoVm76a5GQH,Wallah,DIVINE,57,0XDtCjokUgSrL527Ftk0xE,Kohinoor,2019-10-09,RAP 91,37i9dQZF1DX1ct2TQrAvRf,rap,hip hop,0.663,0.69,11,-4.871,0,0.266,0.42,0.0,0.11,0.715,129.832,210000,somewhat_high
3BCHalsHVhqiOxLH7ZXIrs,Burn - Remix,Ellie Goulding,34,3JjFTvqrd6LVS3BF1dE3qj,Burn (Remixes),2013-01-01,2011-2014 House,53Ga3Xt9fumdJfhNNSBvzU,edm,progressive electro house,0.661,0.721,10,-5.696,0,0.0428,0.0111,2.37e-06,0.125,0.371,130.003,318907,somewhat_low
2yfu1w0yFYHAHnr4p5JS7V,Vowels (and the Importance of Being Me),HUNNY,63,1OOkaBGx0j9nJS3agvXclR,Vowels (and the Importance of Being Me),2016-04-08,Indie Poptimism,7Ic1UwucK3ozdycPBIPVSR,pop,indie poptimism,0.484,0.875,4,-5.237,1,0.0541,0.00154,9.64e-05,0.169,0.724,150.021,184436,somewhat_high
40WtyuI7co9HbxEzmzzf9a,I Aint Missing You,Steve Pais,35,2agXSqEy5qDOAg71i6QsVy,Power Ballads 80's 90's: Best Romantic Songs & Rock Ballads from the 80s 90s Music,2013-07-20,Rock Ballads 80s 90s | Best Rock Love Songs 80's 90's Music Hits,0y8MUle9Lf8VDNjPsskzJB,rock,hard rock,0.766,0.656,6,-8.469,1,0.0264,0.363,0.0,0.0953,0.721,103.977,238760,somewhat_low
2uFBqk6flKDuXiaWt0vV68,Hollywood,The Cranberries,41,5G3I9bLpCZxK4XeLyJ69iu,To The Faithful Departed,1996-04-30,The Cranberries Best Of,4E3K9oQgvLcKEz0wgBBXxD,rock,album rock,0.413,0.826,0,-5.598,1,0.037,0.000472,4.41e-05,0.325,0.413,147.828,307333,somewhat_low
6K8foTY6IF5sPDKxoWQVVs,I Know Who Hold Tomorrow,Kelly Price,8,1xnpkmZuNX5VBCE2savkE1,Gospelflava.com Presents Something On The Inside,2010-10-25,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.346,0.2,8,-11.478,1,0.0312,0.899,0.0,0.197,0.352,82.846,189347,low
6keIGUqu0iqKnW7aSIKwOG,Not Myself,Foxx,36,68lvaOWscQXbYO5WGShCtd,Street Gossip,2007-10-01,The Sound of Southern Hip Hop,18jT9NMRZifv6cMtK2jWD4,rap,southern hip hop,0.847,0.811,1,-4.459,1,0.231,0.00137,0.0,0.154,0.676,81.997,269373,somewhat_low
63uR29DnkNPUiorL30cHnj,Come & Talk To Me,Jodeci,49,2u41wsU4YVTbtOTCapKLe7,Forever My Lady,1991-05-28,New Jack Swing/ R&B Hits: 1987 - 2002,4sji14lrB5bgcr51lPALYH,r&b,new jack swing,0.609,0.57,7,-14.773,1,0.0912,0.223,0.0,0.366,0.84,172.095,276267,somewhat_high
7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Lewis Capaldi,94,5658aM19fA3JVwTK6eQX70,Divinely Uninspired To A Hellish Extent,2019-05-17,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,r&b,hip pop,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,182161,very_high
4R0sTxCaskwCPbzkfXHfWg,Santa María (Feat. Busy Signal),Bad Gyal,65,44I3wnIjshc9lxW23HXMW6,Santa Maria,2019-07-05,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.764,0.603,0,-6.951,1,0.328,0.0538,0.0,0.097,0.427,142.465,154933,somewhat_high
0oo5zVjH4CyTsm5FctRlnL,What I've Been Looking For,Ashley Tisdale,34,1NVo4DaE1DagWQuJuMshqr,High School Musical The Concert,2007-01-01,post teen pop,45AKTTGQEfYgAyidW5hucn,pop,post-teen pop,0.615,0.898,9,-5.85,1,0.0416,0.0971,0.0,0.758,0.485,140.117,125493,somewhat_low
0UZqdhKxrGxVLPVkTrCZ2d,I Refuse,Matt Strike,32,50lQbKRmoYVUht8Ex4M2xE,I Refuse,2019-01-18,Pop Dance Hits,7eERKCkgNKCCx5GYdeMIZf,pop,dance pop,0.568,0.651,9,-6.255,0,0.0925,0.205,1.01e-06,0.0444,0.175,82.318,200727,somewhat_low
